GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0042300302,1610612738,BOS,Boston,1628369,Jayson Tatum,Jayson,F,,42:20,9.0,20.0,0.45,1.0,7.0,0.143,4.0,4.0,1.0,1.0,5.0,6.0,5.0,0.0,0.0,4.0,3.0,23.0,0.0
0042300302,1610612738,BOS,Boston,201143,Al Horford,Al,C,,24:58,3.0,6.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,0.0,2.0,0.0,1.0,0.0,6.0,13.0
0042300302,1610612738,BOS,Boston,1628401,Derrick White,Derrick,G,,36:25,8.0,15.0,0.533,4.0,8.0,0.5,3.0,3.0,1.0,2.0,2.0,4.0,6.0,1.0,1.0,0.0,4.0,23.0,11.0
0042300302,1610612738,BOS,Boston,201950,Jrue Holiday,Jrue,G,,36:30,6.0,7.0,0.857,3.0,4.0,0.75,0.0,0.0,0.0,2.0,2.0,4.0,10.0,0.0,0.0,1.0,2.0,15.0,11.0
0042300302,1610612738,BOS,Boston,1630202,Payton Pritchard,Payton,,,18:59,4.0,6.0,0.667,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,12.0,4.0
0042300302,1610612738,BOS,Boston,1628436,Luke Kornet,Luke,,,4:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0
0042300302,1610612738,BOS,Boston,1630573,Sam Hauser,Sam,,,22:26,1.0,5.0,0.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,1.0,0.0,1.0,2.0,5.0
0042300302,1610612738,BOS,Boston,1629052,Oshae Brissett,Oshae,,,12:09,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,18.0
0042300302,1610612738,BOS,Boston,1630214,Xavier Tillman,Xavier,,,3:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0042300302,1610612738,BOS,Boston,1629004,Svi Mykhailiuk,Svi,,,1:29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
0042300302,1610612738,BOS,Boston,1629674,Neemias Queta,Neemias,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042300302,1610612738,BOS,Boston,1630531,Jaden Springer,Jaden,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042300302,1610612738,BOS,Boston,1641775,Jordan Walsh,Jordan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042300301,1610612738,BOS,Boston,1627759,Jaylen Brown,Jaylen,F,,44:25,10.0,20.0,0.5,1.0,4.0,0.25,5.0,8.0,0.625,1.0,6.0,7.0,5.0,3.0,1.0,3.0,1.0,26.0,4.0
0042300301,1610612738,BOS,Boston,1628369,Jayson Tatum,Jayson,F,,45:32,12.0,26.0,0.462,2.0,8.0,0.25,10.0,12.0,0.833,2.0,10.0,12.0,4.0,3.0,0.0,4.0,4.0,36.0,20.0
0042300301,1610612738,BOS,Boston,201143,Al Horford,Al,C,,39:35,5.0,15.0,0.333,3.0,12.0,0.25,2.0,3.0,0.667,2.0,4.0,6.0,1.0,0.0,3.0,0.0,2.0,15.0,3.0
